action,semantic_task,prompt_namespace,provider,model,input_tokens,output_tokens,estimated_cost_usd
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,602,982,0.002115
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,492,1502,0.003127
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,794,1773,0.003744
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,499,791,0.001707
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,804,1452,0.003105
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,785,1642,0.00348
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,742,2154,0.004494
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,815,1648,0.0035
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,736,2595,0.005374
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,780,1000,0.002195
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,624,1062,0.00228
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,757,1388,0.002965
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,732,2403,0.004989
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,12196,2244,0.007537
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,9722,4037,0.010504
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,9416,4090,0.010534
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,8967,4037,0.010316
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,12766,4072,0.011336
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,2441,1046,0.002702
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,2012,862,0.002227
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,12952,4076,0.01139
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,6061,1253,0.004021
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,6647,873,0.003408
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,9221,1150,0.004605
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,9076,2164,0.006597
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,10429,4040,0.010687
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,11277,3437,0.009693
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,13709,4064,0.011555
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,9094,2148,0.00657
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,9213,2618,0.007539
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,9321,2053,0.006436
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,6337,1005,0.003594
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,9355,3210,0.008759
structured_output:regenerate,structured_output:regenerate,report_vs/structured_output/regenerate,openai,gpt-5-mini,11256,4092,0.010998
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,2612,1361,0.003375
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,9837,2995,0.008449
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,9208,2209,0.00672
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,9364,2276,0.006893
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,9130,2519,0.007321
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9193,3434,0.009166
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,9174,1355,0.005004
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,14020,3416,0.010337
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,9156,1991,0.006271
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,7758,2859,0.007658
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,9676,2505,0.007429
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,9288,2605,0.007532
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,9650,2763,0.007938
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,8071,4096,0.01021
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,8339,4096,0.010277
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,791,1252,0.002702
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,927,1510,0.003252
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,10949,1317,0.005371
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,572,865,0.001873
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8261,2150,0.006365
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,10081,1844,0.006208
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,10107,2159,0.006845
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,786,1314,0.002825
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,11598,2600,0.0081
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9891,3727,0.009927
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8682,4096,0.010363
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,8562,4093,0.010327
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,736,2291,0.004766
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,747,994,0.002175
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,10421,3439,0.009483
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,10387,3052,0.008701
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,9973,3491,0.009475
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,10286,4096,0.010763
structured_output:regenerate,structured_output:regenerate,report_vs/structured_output/regenerate,openai,gpt-5-mini,8663,4029,0.010224
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,782,1644,0.003483
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,10461,3098,0.008811
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,381,801,0.001697
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,10527,1337,0.005306
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9352,3531,0.0094
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,9004,1497,0.005245
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,10244,2469,0.007499
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9193,3823,0.007899
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,8484,1978,0.006077
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,9067,2292,0.006851
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,9994,2478,0.007455
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,7910,2935,0.007848
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,8430,2687,0.007481
structured_output:regenerate,structured_output:regenerate,report_vs/structured_output/regenerate,openai,gpt-5-mini,10514,1875,0.006378
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9481,3054,0.008478
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,7953,4096,0.01018
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,8223,3865,0.009786
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,8221,2134,0.00592
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8145,1360,0.004756
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,7640,3930,0.00977
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,13678,1821,0.007062
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,11019,4096,0.010947
context_category_fit_repair,context_category_fit_repair,report_vs/context_category_fit_repair,openai,gpt-5-mini,3548,4096,0.009079
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,9467,3689,0.009745
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,10327,4033,0.010648
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,4726,1807,0.004796
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,10048,429,0.00337
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,11415,1847,0.006548
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,2593,1535,0.003718
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,8487,4096,0.010314
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,11541,620,0.004125
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,2364,1351,0.003293
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8837,1232,0.004673
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,3274,2448,0.005714
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,4187,2943,0.006933
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,10356,1573,0.005735
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,8044,2770,0.007551
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,7738,2722,0.007379
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,4361,1176,0.003442
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,8822,423,0.003051
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,6861,2048,0.005811
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,3639,2052,0.005014
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,10025,2188,0.006882
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,10044,2496,0.007503
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,4500,2705,0.006535
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,9980,2914,0.008323
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,10241,2898,0.008356
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,6899,726,0.003177
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,2607,1286,0.003224
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,8051,4096,0.010205
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,3412,1885,0.004623
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,4106,1184,0.003394
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,3525,526,0.001933
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,7680,2048,0.006016
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8217,1364,0.004782
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,7687,342,0.002606
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9151,3562,0.009412
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,658,928,0.002021
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,6027,2048,0.005603
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,741,1444,0.003073
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,6065,1302,0.00412
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,383,532,0.00116
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,7899,2301,0.006577
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,8542,4096,0.010327
artifacts:regenerate:insights_candidates,artifacts:regenerate:insights_candidates,report_vs/artifacts/regenerate/insights_candidates,openai,gpt-5-mini,11502,3536,0.009947
artifacts:regenerate:insights_candidates,artifacts:regenerate:insights_candidates,report_vs/artifacts/regenerate/insights_candidates,openai,gpt-5-mini,7805,2729,0.007409
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8866,1364,0.004945
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,7990,4096,0.01019
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,8691,360,0.002893
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8223,1797,0.00565
artifacts:regenerate:insights_final,artifacts:regenerate:insights_final,report_vs/artifacts/regenerate/insights_final,openai,gpt-5-mini,13260,4096,0.011507
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,7677,3730,0.009379
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,2233,2057,0.004672
artifacts:regenerate:insights_final,artifacts:regenerate:insights_final,report_vs/artifacts/regenerate/insights_final,openai,gpt-5-mini,8945,3028,0.008292
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,3287,2512,0.005846
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,3720,1050,0.00303
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,3992,1341,0.00368
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,5893,2048,0.005569
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,6880,2048,0.005816
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,5947,534,0.002555
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,6943,534,0.002804
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,14105,3272,0.008054
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,14160,2687,0.008914
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,11215,4080,0.010964
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,4106,1317,0.002768
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,7680,2048,0.004317
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,8403,3525,0.009151
artifacts:regenerate:insights_candidates,artifacts:regenerate:insights_candidates,report_vs/artifacts/regenerate/insights_candidates,openai,gpt-5-mini,7998,3584,0.009168
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,12551,2880,0.008898
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,7687,406,0.001035
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,9870,624,0.003715
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,793,1370,0.002938
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,894,2284,0.004791
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,11078,1647,0.006063
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,10976,1874,0.006492
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,11044,2318,0.007397
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,758,1444,0.003077
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,11002,2085,0.006921
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,3555,1702,0.004293
artifacts:regenerate:insights_candidates,artifacts:regenerate:insights_candidates,report_vs/artifacts/regenerate/insights_candidates,openai,gpt-5-mini,11502,3270,0.009416
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,11112,2422,0.007622
artifacts:regenerate:insights_final,artifacts:regenerate:insights_final,report_vs/artifacts/regenerate/insights_final,openai,gpt-5-mini,9539,3207,0.008799
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,906,1322,0.002871
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,4346,2150,0.005386
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,789,1249,0.002695
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,3505,1385,0.003646
artifacts:regenerate:insights_final,artifacts:regenerate:insights_final,report_vs/artifacts/regenerate/insights_final,openai,gpt-5-mini,12956,2835,0.008909
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,4255,1884,0.004832
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,6785,2048,0.005792
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,774,2214,0.004621
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,6866,406,0.002528
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,891,1451,0.003125
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9487,3814,0.01
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,4680,1506,0.004182
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,822,1370,0.002946
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,8582,2048,0.006242
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,6318,1494,0.004568
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,9591,2461,0.00732
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8623,1982,0.00612
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,883,1648,0.003517
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,9904,3554,0.009584
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,9660,3940,0.010295
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,767,930,0.002052
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,890,1507,0.003236
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,898,1764,0.003752
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,778,1059,0.002313
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,11306,4096,0.011019
artifacts:regenerate:summary,artifacts:regenerate:summary,report_vs/artifacts/regenerate/summary,openai,gpt-5-mini,15313,2744,0.009316
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,776,1050,0.002294
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,774,933,0.00206
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,889,1195,0.002612
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,765,933,0.002057
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,805,1188,0.002577
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,11722,2736,0.008403
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,903,1754,0.003734
artifacts:regenerate:insights_candidates,artifacts:regenerate:insights_candidates,report_vs/artifacts/regenerate/insights_candidates,openai,gpt-5-mini,16793,2375,0.008948
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,787,1056,0.002309
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,11762,506,0.003953
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,761,1265,0.00272
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,886,2363,0.004948
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,875,1389,0.002997
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,3912,1117,0.003212
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,4607,1263,0.003678
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,892,1577,0.003377
artifacts:regenerate:insights_final,artifacts:regenerate:insights_final,report_vs/artifacts/regenerate/insights_final,openai,gpt-5-mini,18281,2996,0.010562
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,796,1251,0.002701
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,856,1642,0.003498
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,3883,1212,0.003395
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,6482,1942,0.005504
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,791,1380,0.002958
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,4642,1583,0.004327
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,878,2226,0.004672
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,856,1570,0.003354
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,8433,2048,0.006204
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,886,1463,0.003148
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,790,1575,0.003348
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,894,1570,0.003364
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,917,1158,0.002545
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,782,1314,0.002824
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,877,1524,0.003267
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,786,1888,0.003972
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,779,1123,0.002441
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,884,1329,0.002879
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,807,1569,0.00334
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,788,1634,0.003465
