date,provider,model,action,semantic_task,prompt_namespace,provider_call_status,request_count,input_tokens,cached_input_tokens,output_tokens,total_tokens,estimated_cost_usd,unknown_pricing_count
2026-08-13,openai,gpt-5-mini,browser_use_llm_call,browser_use_llm_call,browser_report_download/browser_route/browser_pdf_click,completed,49,833125,408960,42910,876035,0.202082,0
2026-08-13,openai,gpt-5-mini,browser_use_llm_call,browser_use_llm_call,browser_report_download/browser_route/browser_tracker_redirect,completed,14,247178,117760,10299,257477,0.055899,0
2026-08-13,openai,gpt-5-mini,context_category_fit,context_category_fit,report_vs/context_category_fit,completed,33,314939,9344,116419,431358,0.309472,0
2026-08-13,openai,gpt-5-mini,context_category_fit_repair,context_category_fit_repair,report_vs/context_category_fit_repair,completed,6,21943,0,18626,40569,0.042738,0
2026-08-13,openai,gpt-5-mini,doc_map,doc_map,report_vs/doc_map,completed,29,267252,0,119345,386597,0.305503,0
2026-08-13,openai,gpt-5-mini,evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,completed,28,248240,0,70221,318461,0.202503,0
2026-08-13,openai,gpt-5-mini,evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,completed,29,279437,0,62955,342392,0.195769,0
2026-08-13,openai,gpt-5-mini,evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,completed,29,260701,0,65104,325805,0.195384,0
2026-08-13,openai,gpt-5-mini,evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,completed,28,242948,0,74293,317241,0.209325,0
2026-08-13,openai,gpt-5-mini,evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,completed,30,259256,0,45950,305206,0.156713,0
2026-08-13,openai,gpt-5-mini,rank_candidates,rank_candidates,rank_candidates,completed,94,69351,0,126670,196021,0.27068,0
2026-08-13,openai,gpt-5-mini,structured_output:regenerate,structured_output:regenerate,report_vs/structured_output/regenerate,completed,14,134370,0,35739,170109,0.105071,0
2026-08-13,openai,gpt-5-mini,structured_output:repair,structured_output:repair,report_vs/structured_output/repair,completed,137,990601,26240,203976,1194577,0.649702,0
2026-08-13,openai,gpt-5-mini,taxonomy,taxonomy,report_vs/taxonomy,completed,34,435122,0,137120,572242,0.383022,0
2026-08-13,openai,gpt-5-mini,taxonomy_repair,taxonomy_repair,report_vs/taxonomy_repair,completed,1,9162,0,4069,13231,0.010429,0
2026-08-13,openai,gpt-5-mini,validate:grounding,validate:grounding,report_vs/validate/grounding,completed,50,332903,7424,95886,428789,0.273326,0
2026-08-13,openai,gpt-5-mini,validate:semantic,validate:semantic,report_vs/validate/semantic,completed,53,219495,4608,71005,290500,0.195849,0
