action,semantic_task,prompt_namespace,provider,model,input_tokens,output_tokens,estimated_cost_usd
artifacts:regenerate:quotes,artifacts:regenerate:quotes,report_vs/artifacts/regenerate/quotes,openai,gpt-5.6-luna,2395,80,0.000575
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,5286,482,0.001636
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,17490,2048,0.00567
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,16796,3133,0.007119
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,12778,776,0.003487
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,10206,3485,0.006223
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,915,370,0.000627
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,728,451,0.000687
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,690,203,0.000382
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,732,476,0.000718
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,9650,431,0.002447
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,9589,497,0.002514
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,9698,734,0.00282
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,9689,796,0.002893
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,700,479,0.000715
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,11633,1391,0.003996
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,409,149,0.000261
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,1153,161,0.000424
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,917,173,0.000391
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1844,442,0.000899
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1788,419,0.00086
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1784,624,0.001106
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,1161,183,0.000452
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,977,154,0.00038
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1857,333,0.000771
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1797,368,0.000801
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1805,364,0.000798
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9636,1817,0.004108
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,17132,721,0.004292
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,17248,451,0.003991
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,18003,1708,0.00565
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,18211,2805,0.007008
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,19608,1532,0.00576
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,18752,179,0.003965
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,6750,1433,0.00307
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3370,1582,0.002572
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,6335,1049,0.002526
structured_output:regenerate,structured_output:regenerate,report_vs/structured_output/regenerate,openai,gpt-5.6-luna,6443,991,0.002478
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,18201,756,0.004547
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,875,341,0.000584
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,726,376,0.000596
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,14942,2468,0.00595
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2073,248,0.000712
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2093,379,0.000873
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2103,302,0.000783
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,11523,328,0.002698
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,14076,329,0.00321
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,12571,842,0.003525
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,25063,617,0.005753
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,18626,1787,0.00587
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,14739,1001,0.004149
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9622,1855,0.00415
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,13996,515,0.003417
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,13906,743,0.003673
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,14873,2108,0.005504
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,15081,2830,0.006412
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,16635,1669,0.00533
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,15854,205,0.003417
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,6397,1234,0.00276
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3074,1339,0.002222
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,5960,1008,0.002402
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,4016,521,0.001428
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,15339,2048,0.00524
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,14516,2879,0.006358
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,8036,702,0.00245
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,8775,1698,0.003793
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,776,304,0.00052
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,754,379,0.000606
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,4933,217,0.001247
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,4918,379,0.001438
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,393,147,0.000255
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,5003,579,0.001695
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,8116,233,0.001903
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,6765,1430,0.003069
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,672,151,0.000316
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,703,196,0.000376
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,645,142,0.000299
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,667,160,0.000325
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,675,170,0.000339
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,691,140,0.000306
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,677,117,0.000276
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9248,1963,0.004205
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,14892,714,0.003835
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,15077,560,0.003687
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,16043,2319,0.005991
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,15835,2494,0.00616
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,17462,1481,0.00527
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,16622,172,0.003531
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,2868,1057,0.001842
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5052,1533,0.00285
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,4715,972,0.002109
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,8816,1081,0.00306
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,712,337,0.000547
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,617,349,0.000542
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,14395,2713,0.006135
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,5687,290,0.001485
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,5731,289,0.001493
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2026,329,0.0008
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,5791,688,0.001984
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2037,416,0.000907
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,9775,740,0.002843
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,7706,1738,0.003627
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,1521,171,0.000509
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,1018,176,0.000415
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,1482,142,0.000467
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9440,2207,0.004536
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,15270,748,0.003952
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,15223,674,0.003853
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,16143,2296,0.005984
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,16351,2890,0.006738
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,17173,2354,0.006259
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,18008,1712,0.005656
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,17454,175,0.003701
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3392,1112,0.002013
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,6027,1726,0.003277
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,5551,934,0.002231
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,5734,1686,0.00317
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,5176,245,0.001329
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,5186,622,0.001784
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,5248,799,0.002008
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,8599,498,0.002317
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,6720,1381,0.003001
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,590,128,0.000272
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,591,154,0.000303
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,8291,8192,0.011489
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,6448,535,0.001932
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9493,1841,0.004108
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,11811,405,0.002848
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,11835,383,0.002827
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,12665,1331,0.00413
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,12873,2564,0.005651
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,14557,1825,0.005101
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,13682,163,0.002932
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,2687,1703,0.002581
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,4766,3009,0.004564
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,4297,713,0.001715
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,2698,483,0.001119
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,11396,2048,0.004452
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,10508,2867,0.005542
