action,semantic_task,prompt_namespace,provider,model,input_tokens,output_tokens,estimated_cost_usd
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3111,1684,0.002643
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,4723,1103,0.002268
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,8294,757,0.002567
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,584,212,0.000371
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,497,288,0.000445
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,9304,1925,0.004171
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,5182,211,0.00129
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,5166,640,0.001801
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,5157,538,0.001677
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,5265,688,0.001879
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,6935,1273,0.002915
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,617,168,0.000325
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9364,1474,0.003642
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,10616,883,0.003183
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,10788,430,0.002674
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,10605,471,0.002686
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,11578,1823,0.004503
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,11786,2425,0.005267
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,13356,1973,0.005039
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,12284,139,0.002624
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3289,1130,0.002014
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5397,1739,0.003166
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,5035,718,0.001869
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,6513,630,0.002059
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,728,344,0.000558
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,915,457,0.000731
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,7542,2025,0.003938
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,690,259,0.000449
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,3418,258,0.000993
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,732,550,0.000806
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,5062,246,0.001308
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,3516,547,0.00136
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,6794,928,0.002472
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,700,586,0.000843
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,5123,468,0.001586
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,409,152,0.000264
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,5249,709,0.001901
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,940,109,0.000319
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1784,494,0.00095
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1844,539,0.001016
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1788,497,0.000954
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,936,157,0.000376
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1797,340,0.000767
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1857,379,0.000826
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,1797,401,0.000841
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9193,1760,0.003951
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,12457,742,0.003382
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,12565,682,0.003331
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,13535,2587,0.005811
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,13327,2531,0.005703
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,14945,1911,0.005282
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,14100,208,0.00307
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5488,1800,0.003258
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3380,1939,0.003003
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,3309,451,0.001203
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,13672,2048,0.004907
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,12831,3134,0.006327
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,18017,1069,0.004886
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,765,326,0.000544
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,992,607,0.000927
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,738,623,0.000895
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,967,364,0.00063
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,616,205,0.000369
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,978,424,0.000704
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,22927,2945,0.008119
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,990,415,0.000696
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,1000,287,0.000544
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,10196,303,0.002403
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,14078,394,0.003288
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,976,271,0.00052
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,22899,437,0.005104
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,13033,820,0.003591
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,962,265,0.00051
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,18186,1508,0.005447
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,426,150,0.000265
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9695,2070,0.004423
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,15076,499,0.003614
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,14986,651,0.003778
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,15898,1591,0.005089
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,16106,2805,0.006587
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,18144,1365,0.005267
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,17564,2644,0.006686
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,16906,227,0.003654
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3240,1476,0.002419
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,6845,1611,0.003302
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,6322,846,0.00228
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,4101,547,0.001477
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,15400,2048,0.005252
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,14573,2019,0.005337
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,604,192,0.000351
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,19046,877,0.004862
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,13980,2381,0.005653
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,14946,343,0.003401
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,15448,362,0.003524
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,15066,451,0.003554
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,12952,598,0.003308
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,31149,1893,0.008501
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9711,1829,0.004137
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,13621,494,0.003317
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,13531,529,0.003341
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,14533,2169,0.005509
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,14741,2763,0.006264
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,16375,1834,0.005476
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,15516,313,0.003479
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3126,1350,0.002245
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,2878,1048,0.001833
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,7890,2275,0.004308
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,7468,1075,0.002784
structured_output:regenerate,structured_output:regenerate,report_vs/structured_output/regenerate,openai,gpt-5.6-luna,6727,1108,0.002675
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,4979,445,0.00153
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,15855,2048,0.005343
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,15147,2823,0.006417
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,20885,1247,0.005673
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,10188,2152,0.00462
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,909,319,0.000565
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,479,282,0.000434
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,722,251,0.000446
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,9670,412,0.002428
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,9660,658,0.002722
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,9670,630,0.00269
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,9730,839,0.002953
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,11719,1437,0.004068
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,917,203,0.000427
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,919,145,0.000358
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,1161,158,0.000422
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,977,198,0.000433
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9677,2469,0.004898
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,15908,512,0.003796
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,16086,561,0.00389
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,16984,2257,0.006105
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,16776,2007,0.005764
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,18791,2024,0.006187
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,17882,239,0.003863
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3399,1045,0.001934
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5759,1950,0.003492
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,5317,998,0.002261
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,4557,434,0.001432
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,14357,2048,0.005044
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,13521,2668,0.005906
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,11707,1050,0.003601
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,15365,2258,0.005783
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,629,279,0.000461
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,8768,293,0.002105
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,880,407,0.000664
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,8174,359,0.002066
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,15515,331,0.0035
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,893,450,0.000719
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,8604,931,0.002838
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,8338,417,0.002168
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,16636,1716,0.005386
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,889,732,0.001056
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,848,396,0.000645
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9634,1391,0.003596
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,898,786,0.001123
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,937,479,0.000762
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,11416,541,0.002932
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,818,438,0.000689
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,11326,621,0.00301
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,865,393,0.000645
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,828,424,0.000674
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,11772,602,0.003077
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,12462,2146,0.005068
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,436,183,0.000307
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,12254,2316,0.00523
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,6400,214,0.001537
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,13890,1763,0.004894
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,13101,195,0.002854
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3069,1541,0.002463
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,6177,1643,0.003207
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,5770,1050,0.002414
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,3514,488,0.001288
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,13647,2048,0.004902
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,12812,2985,0.006144
artifacts:regenerate:linkedin_post,artifacts:regenerate:linkedin_post,report_vs/artifacts/regenerate/linkedin_post,openai,gpt-5.6-luna,3335,1319,0.00225
artifacts:regenerate:linkedin_post,artifacts:regenerate:linkedin_post,report_vs/artifacts/regenerate/linkedin_post,openai,gpt-5.6-luna,3054,485,0.001193
artifacts:regenerate:linkedin_post,artifacts:regenerate:linkedin_post,report_vs/artifacts/regenerate/linkedin_post,openai,gpt-5.6-luna,3438,972,0.001854
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,15649,992,0.00432
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,22734,1860,0.006779
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,767,481,0.000731
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,898,390,0.000648
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,9528,381,0.002363
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,9754,568,0.002632
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,778,385,0.000618
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,9912,234,0.002263
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,12726,891,0.003614
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,903,720,0.001045
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,15157,1801,0.005193
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,776,420,0.000659
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,875,503,0.000779
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,805,509,0.000772
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,761,425,0.000662
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,856,544,0.000824
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,856,436,0.000694
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9134,2069,0.00431
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2827,381,0.001023
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2857,471,0.001137
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2850,492,0.00116
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,12172,618,0.003176
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2876,615,0.001313
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2845,876,0.00162
