action,semantic_task,prompt_namespace,provider,model,input_tokens,output_tokens,estimated_cost_usd
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,8134,4096,0.010226
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8339,1397,0.004879
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9277,3221,0.008761
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,8090,3140,0.008303
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,7831,2589,0.007136
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,8169,4096,0.010234
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,8407,3604,0.00931
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,8146,1975,0.005987
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,9497,741,0.003856
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8351,2069,0.006226
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,3296,1399,0.003622
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,3869,2128,0.005223
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,3725,1113,0.003157
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,8474,3504,0.009127
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,6021,1878,0.005261
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,9761,763,0.003966
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,4159,2138,0.005316
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,3401,1124,0.003098
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,3312,1257,0.003342
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,5889,2048,0.005568
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,5932,726,0.002935
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,788,1178,0.002553
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,879,1572,0.003364
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,791,1509,0.003216
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,883,1378,0.002977
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,790,986,0.00217
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,899,1582,0.003389
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,795,1242,0.002683
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,874,1275,0.002768
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,812,858,0.001919
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,877,1261,0.002741
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,903,1386,0.002998
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,872,1662,0.003542
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,782,1578,0.003352
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,779,1518,0.003231
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,887,2795,0.005812
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,882,1644,0.003508
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,788,2404,0.005005
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,881,1710,0.00364
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,772,1123,0.002439
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,777,1252,0.002698
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,11228,4035,0.010877
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,17424,4065,0.012486
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,2197,1376,0.003301
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,6406,1666,0.004934
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,13482,1561,0.006493
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,12669,2919,0.009005
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,11735,3046,0.009026
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,11468,4081,0.011029
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,16387,3257,0.010611
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,12614,2681,0.008516
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,14777,4037,0.011768
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,22199,3431,0.012412
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,15719,2734,0.009398
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9203,3902,0.010105
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,11245,2963,0.008737
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,12629,3576,0.010309
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,7950,2957,0.007902
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,15574,1816,0.007526
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,8288,4096,0.010264
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,8076,1869,0.005757
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,14050,2825,0.009163
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8496,1633,0.00539
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,12976,3208,0.00966
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,8668,4096,0.010359
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9412,3646,0.009645
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8982,1184,0.004613
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,8845,2951,0.008113
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,9183,4096,0.010488
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,10210,757,0.004066
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,9052,1960,0.006183
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,9440,1469,0.005298
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,5435,1933,0.005225
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,4891,1502,0.004227
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,802,1178,0.002557
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,908,1385,0.002997
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,9503,4096,0.010568
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,541,929,0.001993
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,741,1387,0.002959
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,9872,1337,0.005142
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,10959,557,0.003854
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,4069,1723,0.004463
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,3574,2025,0.004943
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,4569,811,0.002764
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,7115,2048,0.005875
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,7211,278,0.002359
artifacts:regenerate:insights_candidates,artifacts:regenerate:insights_candidates,report_vs/artifacts/regenerate/insights_candidates,openai,gpt-5-mini,12075,1772,0.006563
artifacts:regenerate:insights_final,artifacts:regenerate:insights_final,report_vs/artifacts/regenerate/insights_final,openai,gpt-5-mini,14007,2681,0.008864
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,4526,1298,0.003727
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,7008,2048,0.005848
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,7110,470,0.002718
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,896,1263,0.00275
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,784,1946,0.004088
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,889,1317,0.002856
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,762,2018,0.004226
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,884,1716,0.003653
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,765,1059,0.002309
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,874,1517,0.003252
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,811,1050,0.002303
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,907,1562,0.003351
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,758,2606,0.005402
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,756,931,0.002051
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,896,1378,0.00298
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,772,1314,0.002821
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,912,1391,0.00301
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,806,997,0.002195
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,895,1526,0.003276
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,793,1571,0.00334
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,781,1946,0.004087
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,869,3306,0.006829
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,905,1443,0.003112
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,17003,2977,0.010205
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,12593,4048,0.011244
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,2008,1060,0.002622
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,13120,1810,0.0069
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,16579,3175,0.010495
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,13271,2163,0.007644
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,20475,4049,0.013217
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,6327,743,0.003068
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,13915,2629,0.008737
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,12548,4046,0.011229
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,2007,1237,0.002976
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,13887,1587,0.006646
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,17993,3543,0.011584
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,13751,2921,0.00928
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9153,4096,0.01048
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,14309,3735,0.011047
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8242,1701,0.005463
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,9863,2754,0.007974
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,15018,2778,0.009311
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,7379,3669,0.009183
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,7041,3337,0.008434
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9367,3417,0.009176
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,7193,3273,0.008344
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,8274,2899,0.007867
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,8612,4096,0.010345
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,9222,2784,0.007874
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,8523,1472,0.005075
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,8977,619,0.003482
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,3088,1136,0.003044
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,3658,1277,0.003468
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,8788,3720,0.009637
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,3663,1377,0.00367
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,5946,1750,0.004986
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,9706,4096,0.010618
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,938,1649,0.003533
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,10004,1876,0.006253
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,768,1002,0.002196
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,10471,628,0.003874
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,3704,1653,0.004232
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,4237,1796,0.004651
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,5001,1361,0.003972
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,7706,2048,0.006023
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,7734,534,0.003002
artifacts:regenerate:insights_candidates,artifacts:regenerate:insights_candidates,report_vs/artifacts/regenerate/insights_candidates,openai,gpt-5-mini,14214,2469,0.008491
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,6651,4029,0.009721
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,9454,4048,0.01046
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,2005,917,0.002335
artifacts:regenerate:insights_final,artifacts:regenerate:insights_final,report_vs/artifacts/regenerate/insights_final,openai,gpt-5-mini,16144,2694,0.009424
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,6347,1182,0.003951
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,6499,1152,0.003929
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,5043,1362,0.003985
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,7740,2048,0.006031
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,7769,790,0.003522
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,6492,1648,0.004919
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,6391,2461,0.00652
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,6267,2071,0.005709
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,6444,1418,0.004447
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,770,1306,0.002805
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,896,1569,0.003362
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,387,404,0.000905
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,918,1634,0.003498
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9123,3734,0.009749
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,7060,3226,0.008217
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,7398,4096,0.010042
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,7101,2990,0.007755
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,7540,1455,0.004795
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,7665,4096,0.010108
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,7913,774,0.003526
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,8801,622,0.003444
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,3696,1410,0.003744
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,3149,1783,0.004353
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,3198,815,0.002429
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,5350,1046,0.00343
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,11261,3084,0.008983
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,8307,4091,0.010259
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,2589,1007,0.002661
artifacts:regenerate:insights_candidates,artifacts:regenerate:insights_candidates,report_vs/artifacts/regenerate/insights_candidates,openai,gpt-5-mini,12002,1414,0.005829
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,8092,1219,0.004461
artifacts:regenerate:insights_final,artifacts:regenerate:insights_final,report_vs/artifacts/regenerate/insights_final,openai,gpt-5-mini,13689,2823,0.009068
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,8161,2896,0.007832
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,5545,1302,0.00399
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,3276,1394,0.003607
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,8327,2832,0.007746
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,8272,2216,0.0065
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,492,726,0.001575
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5-mini,553,735,0.001608
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,8244,2030,0.006121
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5-mini,7814,2382,0.006717
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9451,3828,0.010019
doc_map,doc_map,report_vs/doc_map,openai,gpt-5-mini,4869,3779,0.008775
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5-mini,4719,913,0.003006
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5-mini,4812,1376,0.003955
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,8822,2924,0.008053
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5-mini,4766,1902,0.004995
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5-mini,11079,1344,0.005458
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,9160,4096,0.010482
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,8896,2191,0.006606
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,9389,1774,0.005895
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,1821,896,0.002247
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5-mini,4939,1483,0.004201
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,9554,4096,0.01058
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5-mini,9408,3687,0.009726
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,9887,1262,0.004996
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5-mini,8925,2059,0.006349
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5-mini,9263,4096,0.010508
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5-mini,11230,307,0.003422
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5-mini,9467,1292,0.004951
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5-mini,8868,1882,0.005981
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5-mini,4753,1819,0.004826
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5-mini,4330,1807,0.004697
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5-mini,7138,982,0.003749
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5-mini,4307,1067,0.003211
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5-mini,9665,4096,0.010608
